fill	x	y	xmin	xmax	ymin	ymax
#FFFFFF	3.25	2.5	3.125	3.375	2.375	2.625
#808080	3	2	2.875	3.125	1.875	2.125
#BEBEBE	3.75	3	3.625	3.875	2.875	3.125
#A1A1A1	3	1	2.875	3.125	0.875	1.125
#A1A1A1	3.25	1.5	3.125	3.375	1.375	1.625
#D5D5D5	3.5	2.25	3.375	3.625	2.125	2.375
#FFFFFF	4.25	3.5	4.125	4.375	3.375	3.625
#979797	3.25	2	3.125	3.375	1.875	2.125
#505050	2	1	1.875	2.125	0.875	1.125
#BEBEBE	3.5	2	3.375	3.625	1.875	2.125
#5F5F5F	2.75	1	2.625	2.875	0.875	1.125
#696969	2.25	1	2.125	2.375	0.875	1.125
#FFFFFF	3.75	2.25	3.625	3.875	2.125	2.375
#7B7B7B	1.75	1	1.625	1.875	0.875	1.125
#D5D5D5	4	2.75	3.875	4.125	2.625	2.875
#626262	2	0	1.875	2.125	-0.125	0.125
#FFFFFF	3.5	2.5	3.375	3.625	2.375	2.625
#878787	2.5	1	2.375	2.625	0.875	1.125
#BEBEBE	3	1.5	2.875	3.125	1.375	1.625
#FFFFFF	3.75	2.75	3.625	3.875	2.625	2.875
#FFFFFF	4	2.5	3.875	4.125	2.375	2.625
#BEBEBE	2.75	1.5	2.625	2.875	1.375	1.625
#D5D5D5	2.5	2	2.375	2.625	1.875	2.125
#BEBEBE	3.25	2.25	3.125	3.375	2.125	2.375
#141414	0.75	0	0.625	0.875	-0.125	0.125
#7B7B7B	2.25	0	2.125	2.375	-0.125	0.125
#696969	1.5	1	1.375	1.625	0.875	1.125
#272727	1.5	0	1.375	1.625	-0.125	0.125
#1D1D1D	1.25	0	1.125	1.375	-0.125	0.125
#4C4C4C	1.75	0	1.625	1.875	-0.125	0.125
#FFFFFF	3.25	0	3.125	3.375	-0.125	0.125
#FFFFFF	2.5	1.5	2.375	2.625	1.375	1.625
#FFFFFF	3	0	2.875	3.125	-0.125	0.125
#979797	2.5	0	2.375	2.625	-0.125	0.125
#BEBEBE	2.75	2	2.625	2.875	1.875	2.125
#D5D5D5	2.75	0	2.625	2.875	-0.125	0.125
#BEBEBE	2	1.5	1.875	2.125	1.375	1.625
#D5D5D5	1.75	1.5	1.625	1.875	1.375	1.625
#FFFFFF	3.75	2.5	3.625	3.875	2.375	2.625
#141414	1	0	0.875	1.125	-0.125	0.125
#000000	0.5	0	0.375	0.625	-0.125	0.125
#5A5A5A	1.25	1	1.125	1.375	0.875	1.125
#808080	1	1	0.875	1.125	0.875	1.125
#FFFFFF	2	2	1.875	2.125	1.875	2.125
#BEBEBE	2.25	1.5	2.125	2.375	1.375	1.625
#191919	0.25	0	0.125	0.375	-0.125	0.125
#FFFFFF	1.5	2	1.375	1.625	1.875	2.125
#FFFFFF	1	1.5	0.875	1.125	1.375	1.625
#FFFFFF	3	2.25	2.875	3.125	2.125	2.375
#0E0E0E	0	0	-0.125	0.125	-0.125	0.125
#ADADAD	0.5	1	0.375	0.625	0.875	1.125
#FFFFFF	1.25	2	1.125	1.375	1.875	2.125
#A1A1A1	0.25	1	0.125	0.375	0.875	1.125
#FFFFFF	1.75	2	1.625	1.875	1.875	2.125
#ADADAD	0.75	1	0.625	0.875	0.875	1.125
#FFFFFF	1.5	1.5	1.375	1.625	1.375	1.625
