x	y	clickSelects	xmin	xmax	ymin	ymax
3480	24	3500,0	3455	3505	-1	49
3530	24	3550,0	3505	3555	-1	49
3530	74	3550,50	3505	3555	49	99
3580	74	3600,50	3555	3605	49	99
3580	124	3600,100	3555	3605	99	149
3630	124	3650,100	3605	3655	99	149
3630	174	3650,150	3605	3655	149	199
3680	174	3700,150	3655	3705	149	199
3680	224	3700,200	3655	3705	199	249
3730	224	3750,200	3705	3755	199	249
3730	274	3750,250	3705	3755	249	299
3780	274	3800,250	3755	3805	249	299
3780	324	3800,300	3755	3805	299	349
3580	24	3600,0	3555	3605	-1	49
3680	124	3700,100	3655	3705	99	149
3780	224	3800,200	3755	3805	199	249
3630	74	3650,50	3605	3655	49	99
3730	174	3750,150	3705	3755	149	199
3830	274	3850,250	3805	3855	249	299
3630	24	3650,0	3605	3655	-1	49
3680	74	3700,50	3655	3705	49	99
3730	124	3750,100	3705	3755	99	149
3780	174	3800,150	3755	3805	149	199
3830	224	3850,200	3805	3855	199	249
3680	24	3700,0	3655	3705	-1	49
3780	124	3800,100	3755	3805	99	149
3730	74	3750,50	3705	3755	49	99
3830	174	3850,150	3805	3855	149	199
3880	224	3900,200	3855	3905	199	249
3730	24	3750,0	3705	3755	-1	49
3780	74	3800,50	3755	3805	49	99
3830	124	3850,100	3805	3855	99	149
3880	174	3900,150	3855	3905	149	199
3780	24	3800,0	3755	3805	-1	49
3880	124	3900,100	3855	3905	99	149
3830	74	3850,50	3805	3855	49	99
3930	174	3950,150	3905	3955	149	199
3830	24	3850,0	3805	3855	-1	49
3880	74	3900,50	3855	3905	49	99
3930	124	3950,100	3905	3955	99	149
3880	24	3900,0	3855	3905	-1	49
3930	74	3950,50	3905	3955	49	99
3980	124	4000,100	3955	4005	99	149
3930	24	3950,0	3905	3955	-1	49
3980	74	4000,50	3955	4005	49	99
3980	24	4000,0	3955	4005	-1	49
4030	74	4050,50	4005	4055	49	99
4030	24	4050,0	4005	4055	-1	49
4080	24	4100,0	4055	4105	-1	49
